alternate_positions,avatar_url,common_name,first_name,id,last_name,league_name,nationality_image_url,nationality_label,overall_rating,player_abilities_images,player_abilities_labels,position_short_label,preferred_foot,shield_url,skill_moves,stat_acceleration,stat_aggression,stat_agility,stat_balance,stat_ballControl,stat_composure,stat_crossing,stat_curve,stat_def,stat_defensiveAwareness,stat_dri,stat_dribbling,stat_finishing,stat_freeKickAccuracy,stat_gkDiving,stat_gkHandling,stat_gkKicking,stat_gkPositioning,stat_gkReflexes,stat_headingAccuracy,stat_interceptions,stat_jumping,stat_longPassing,stat_longShots,stat_pac,stat_pas,stat_penalties,stat_phy,stat_positioning,stat_reactions,stat_sho,stat_shortPassing,stat_shotPower,stat_slidingTackle,stat_sprintSpeed,stat_stamina,stat_standingTackle,stat_strength,stat_vision,stat_volleys,team_image_url,team_label,weak_foot
RM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p236390.webp,Pol Valentín,Pol,236390,Valentín Sancho,EFL Championship,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,Spain,67,https://drop-assets.ea.com/images/1xG25Zp3wvkLA5YewKiZah/f27f5fabd1e899fc0bbb817d2db233b1/Quick_Step.png,Quick Step,RB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236390_en.webp,3,90,62,88,71,64,59,64,64,58,59,70,72,30,21,15,8,13,12,14,46,57,71,57,38,89,58,32,68,68,62,39,57,55,59,89,80,61,64,60,30,https://drop-assets.ea.com/images/6tv0Z4tKPLwUYOP6uLaZ15/7d139088e9f1778815c484ad65c90795/l1801.png,Preston,3
LM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p254200.webp,,Ángel,254200,Gracia,Sudamericana,https://drop-assets.ea.com/images/66PiFUp2Q6vRExGveELXgV/e8199bd0e00c5c544ac498d6424aafa0/f_57.png,Ecuador,67,,,LB,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254200_en.webp,2,68,51,80,58,64,52,71,73,62,62,56,46,39,77,15,15,16,8,7,57,64,74,63,76,69,67,56,72,66,54,56,65,78,62,69,75,63,79,65,37,https://drop-assets.ea.com/images/3pr9iPTDucH1ODiJeJ0O9k/5a2df013d57db7ec2c8f730ac3ca329e/l114615.png,Mushuc Runa,3
RM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p258465.webp,,Žan,258465,Rogelj,PKO BP Ekstraklasa,https://drop-assets.ea.com/images/7g3QsAB4Ce0F2e92zozHCn/f34a8e91070d8151b1ce1330ca59b062/f_44.png,Slovenia,67,,,RB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/258465_en.webp,3,80,69,79,85,66,63,67,54,58,56,68,66,51,51,11,9,6,15,12,41,60,60,61,49,76,63,48,66,62,63,51,66,54,65,73,80,62,59,61,36,https://drop-assets.ea.com/images/7hNLjgdPxm3pvOkLnY1Flh/31425a2ab32599bcd5fa6f5849204a89/l1569.png,Wisła Płock,3
CDM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p261386.webp,,Max,261386,Balard,Eredivisie,https://drop-assets.ea.com/images/1z4BxEaFLZ7lgOP3T5RVqv/99256126771f079224aadffd2f61ad94/f_195.png,Australia,67,https://drop-assets.ea.com/images/1mXBWIBgJSpYoIa1C4r5FX/7220e78a4049530f4e9fa642b1656fa4/Pinged_Pass.png|https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,Pinged Pass|Long Ball Pass,CM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/261386_en.webp,3,65,69,80,82,70,68,46,52,61,63,68,62,51,50,5,8,14,10,7,49,65,64,70,50,67,63,61,71,61,69,52,70,55,57,69,74,61,71,69,46,https://drop-assets.ea.com/images/6y0Ssa5GFXU4ZaZpPtmLE7/8c894e12ded25378029cfc8bbc7aa4cb/l1904.png,NAC Breda,3
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p263721.webp,,Pedro,263721,Bravo,3F Superliga,https://drop-assets.ea.com/images/JphMzcFrWU7Uo2jq6GSep/d909b5b6000d5bf7515600d2c6db6375/f_56.png,Colombia,67,,,CM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/263721_en.webp,2,70,63,72,51,69,64,43,51,61,57,65,61,59,48,8,15,12,8,14,58,65,69,64,59,72,61,47,67,65,69,56,69,47,59,73,71,65,67,68,43,https://drop-assets.ea.com/images/3OQnXwNFwM3MRzQFROVSyX/44407183d4b263858ce9d6b2b5a50195/l1516.png,FC Midtjylland,3
CAM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p266731.webp,,Morten,266731,Bjørlo,Trendyol Süper Lig,https://drop-assets.ea.com/images/kyD8KeqfkpF4AODggVj9z/999272a9ed21faa0d79c9ed626b89ec2/f_36.png,Norway,67,,,CM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/266731_en.webp,2,64,68,69,79,67,63,64,67,62,61,66,63,63,66,10,6,6,10,11,55,64,62,66,64,59,67,58,65,67,65,63,68,64,63,55,75,64,59,67,50,https://drop-assets.ea.com/images/3KZwnvj4tCl6duVX44EC9G/0caeba3d1925d8649cbb4fc56345abd7/l101033.png,Konyaspor,3
LM|LW|CAM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p270611.webp,Duk,Luis,270611,Lopes,LALIGA HYPERMOTION,https://drop-assets.ea.com/images/56BumaRjGzqa4nfGQTsRcG/52557e94874b05352d67a798015e01e9/f_104.png,Cape Verde Islands,67,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png|https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png|https://drop-assets.ea.com/images/1xG25Zp3wvkLA5YewKiZah/f27f5fabd1e899fc0bbb817d2db233b1/Quick_Step.png,Finesse Shot|Gamechanger|Quick Step,ST,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270611_en.webp,4,79,51,82,89,66,64,51,67,41,41,69,66,65,70,8,8,12,6,6,67,37,78,52,60,81,61,64,65,66,64,65,66,70,34,83,64,36,69,67,60,https://drop-assets.ea.com/images/5wIhu0tRIl6Dpm16gEyS9g/baab87e4a6e3affba1225057be183b2e/l100888.png,CD Leganés,3
CDM|CB|CM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p273537.webp,,Kobe,273537,Corbanie,1A Pro League,https://drop-assets.ea.com/images/7eZLPoDDyxSlQoqcS4NVA2/6fc085dc7e85ccd7519be7ff2df875ee/f_7.png,Belgium,67,,,RB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273537_en.webp,2,73,66,71,67,69,58,68,61,63,59,67,68,48,42,8,10,6,13,12,52,64,63,62,62,74,63,66,60,39,50,55,69,68,68,74,62,68,56,56,35,https://drop-assets.ea.com/images/1wT4b98gccpzVFHeTx5Uqk/c32f89ede86de13b615f5ab7f9984964/l230.png,Royal Antwerp FC,2
CM|CAM|RM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p275639.webp,,Simon,275639,Seidl,Ö. Bundesliga,https://drop-assets.ea.com/images/2nTz63NpDfuBGFbmXrDg0N/eaa6fc81bfd7bd77d76886d479841ebb/f_4.png,Austria,67,,,RW,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275639_en.webp,2,77,60,66,76,72,64,56,40,50,41,70,70,63,38,13,12,6,13,10,50,51,65,66,62,76,62,38,63,64,62,61,67,65,53,75,78,58,56,70,43,https://drop-assets.ea.com/images/3bs7EvsECVogQahgKK0aO2/09a89aab6ce9b1fd96ee23c4c120d832/l110720.png,Blau-Weiss Linz,3
CDM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p72876.webp,,Aleksey,72876,Isayev,Liga Azerbaijan,https://drop-assets.ea.com/images/36MLm9EZVX5WAd3V4LD0bx/c46ef898be371268f2190617a3872e07/f_5.png,Azerbaijan,67,,,CM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/72876_en.webp,3,68,64,70,69,69,71,60,63,58,60,68,68,60,64,7,8,8,12,13,47,61,57,68,59,67,67,56,61,61,62,60,71,63,56,66,71,59,56,69,52,https://drop-assets.ea.com/images/2JxFk2gCTlyiAsUzsXuStD/45b9c1c34070243414e7485139413abe/l113888.png,Qarabağ FK,3
CDM|CB,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p73002.webp,,Frederik,73002,Schmahl,Bundesliga 2,https://drop-assets.ea.com/images/6IIMMGk0Uj1rcZ6DSHTpLL/93f95b602dc62594104f418c8f80ebb3/f_21.png,Germany,67,,,CM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73002_en.webp,3,72,58,65,68,70,68,63,65,55,57,68,67,60,56,9,7,14,9,6,55,54,70,64,60,63,67,57,67,64,72,61,70,63,52,55,70,55,68,69,60,https://drop-assets.ea.com/images/72k9OuLJJMEyPfKbRGM9HF/5410d9a7186e29cecdf7dfb8d3316ec3/l580.png,SV Elversberg,3
CAM|CDM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p73094.webp,,Valentyn,73094,Rubchynskyi,Ukrayina Liha,https://drop-assets.ea.com/images/6qDmsmOUdD4va3zMohbKhb/0074f5347b6d5908bf7c36de17f1e512/f_49.png,Ukraine,67,,,CM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73094_en.webp,3,75,65,82,86,67,72,55,59,59,60,71,69,51,51,10,12,14,12,11,42,62,51,68,57,73,67,44,57,59,66,54,76,61,57,72,69,62,49,68,45,https://drop-assets.ea.com/images/Vn6kgtvJTVHRxr7VKv1uQ/524fcf57ad88faa97991b86fbb4ecbea/l101047.png,Dynamo Kyiv,3
LM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p73173.webp,,Nemanja,73173,Tošić,Brack Super League,https://drop-assets.ea.com/images/2GKu0zRZkrHdnQe5yZ5cSP/3ef9ea7c2fdd64aba769e1308bf133f0/f_51.png,Serbia,67,,,LB,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73173_en.webp,2,67,59,67,75,65,64,67,58,64,63,65,65,45,46,15,14,13,13,11,65,63,77,64,43,67,65,42,73,60,60,47,67,55,64,67,73,64,79,66,40,https://drop-assets.ea.com/images/11VRGS31bjXvNE5zrW2kUh/ee28c5ebf405cce1543936f1b528bc76/l894.png,FC Zürich,2
LB|RM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p73412.webp,Albarrán,Carlos,73412,Albarrán Sanz,LALIGA HYPERMOTION,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,Spain,67,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,Precision Header,RB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73412_en.webp,2,74,70,66,51,59,49,62,63,63,63,59,58,47,44,11,14,7,7,11,42,63,65,54,56,73,59,57,74,58,62,53,63,64,65,72,78,68,75,56,42,https://drop-assets.ea.com/images/4H59ckAQfKKLAEwpEAdkrw/7d9a5d08383d993995fce72fff34bfd4/l1867.png,Córdoba CF,3
LW|CM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p73964.webp,,Shiloh,73964,t Zand,Eredivisie,https://drop-assets.ea.com/images/4Oau7IkT0DyoX94VYZyEcR/a57d090654250e5e67ea1218d61174ad/f_92.png,Suriname,67,https://drop-assets.ea.com/images/3ohVoKWSsvT44qgjabWqfV/e536ef26ad854c3c4cbf63ed7954b9cd/Power_Shot.png|https://drop-assets.ea.com/images/1mXBWIBgJSpYoIa1C4r5FX/7220e78a4049530f4e9fa642b1656fa4/Pinged_Pass.png,Power Shot|Pinged Pass,CAM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73964_en.webp,4,74,66,74,76,71,63,58,66,51,51,71,71,64,67,8,10,11,6,6,49,46,65,61,67,63,63,65,66,62,64,67,65,75,55,54,67,54,65,66,60,https://drop-assets.ea.com/images/5mtNVEZ6hTFTu6JoWjYMC3/4b88929cbb2bfbf7dc1ab2e5ce2ce52e/l246.png,Feyenoord,4
LB|RM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p186267.webp,,Vegar Eggen,186267,Hedenstad,Eliteserien,https://drop-assets.ea.com/images/kyD8KeqfkpF4AODggVj9z/999272a9ed21faa0d79c9ed626b89ec2/f_36.png,Norway,67,,,RB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/186267_en.webp,3,74,66,70,74,64,62,62,65,61,59,64,61,44,68,12,16,7,7,7,57,59,70,56,51,73,62,45,70,58,63,51,63,70,62,73,82,64,65,60,45,https://drop-assets.ea.com/images/65W3pwlN2PqXGL6VuVJS5F/4ddb10740877a9fef072a1b0d1f17cf1/l920.png,Vålerenga Fotball,4
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p198628.webp,,Michael,198628,Hoyos,Libertadores,https://drop-assets.ea.com/images/4xMXjEt7CFJ6JENYeG45Sk/836d733dc1642c5e4ab3338d91481436/f_52.png,Argentina,67,https://drop-assets.ea.com/images/6Gl08kt7odn1fJNX74CS2P/984feac3cd8d99902f5cb5131d5fd26a/Chip_Shot.png|https://drop-assets.ea.com/images/3ohVoKWSsvT44qgjabWqfV/e536ef26ad854c3c4cbf63ed7954b9cd/Power_Shot.png|https://drop-assets.ea.com/images/1NfyWsEpQ7s9bhWWt92lbn/5b5dbeb0e55c2e9241cdc26c70ee2d2c/Low_Driven_Shot.png,Chip Shot|Power Shot|Low Driven Shot,ST,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/198628_en.webp,3,75,59,76,78,66,64,55,67,37,45,68,67,68,59,14,6,12,12,15,63,43,77,60,68,76,62,64,70,64,66,68,65,70,21,77,73,22,72,64,65,https://drop-assets.ea.com/images/2bRD7I3bI9q8rDG0EYTV0a/e1b8b53575fe859eda055bd6fcc6486f/l112908.png,IDV,3
CM|CDM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p218985.webp,,Rafał,218985,Augustyniak,PKO BP Ekstraklasa,https://drop-assets.ea.com/images/2ldG0tWskgN4waD1fBmnk1/24cbe80f6af25d3ab745fd339b024988/f_37.png,Poland,67,https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,Long Ball Pass,CB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/218985_en.webp,2,64,75,56,54,64,68,51,49,65,66,60,57,45,55,12,15,13,8,9,60,65,77,65,65,65,60,65,79,42,60,52,67,58,65,65,73,65,84,58,43,https://drop-assets.ea.com/images/443RsYqUHR8qQ7mewrt7sU/10b64536075942d7dfaceb2432e42198/l1871.png,Legia Warszawa,3
LM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p225251.webp,,Joachim,225251,Soltvedt,Eliteserien,https://drop-assets.ea.com/images/kyD8KeqfkpF4AODggVj9z/999272a9ed21faa0d79c9ed626b89ec2/f_36.png,Norway,67,https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,Whipped Pass,LB,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/225251_en.webp,2,70,62,60,72,64,50,66,64,62,62,61,60,59,65,10,16,13,12,10,59,60,69,59,61,69,62,56,68,62,61,59,62,60,64,68,76,65,66,60,43,https://drop-assets.ea.com/images/6HVfKkfvTPIuWemKgNki2G/834ef506dc118a7827447832138a36cf/l919.png,SK Brann,3
ST|CAM|LW,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p229171.webp,,Kenny Prince,229171,Redondo,Bundesliga 2,https://drop-assets.ea.com/images/6IIMMGk0Uj1rcZ6DSHTpLL/93f95b602dc62594104f418c8f80ebb3/f_21.png,Germany,67,https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png|https://drop-assets.ea.com/images/1xG25Zp3wvkLA5YewKiZah/f27f5fabd1e899fc0bbb817d2db233b1/Quick_Step.png,Rapid|Quick Step,LM,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/229171_en.webp,3,91,55,85,81,65,50,57,53,47,50,68,67,62,42,10,7,10,10,9,52,43,68,46,57,88,58,56,59,60,60,61,65,65,46,85,74,45,53,60,58,https://drop-assets.ea.com/images/48rCnuSfPVoerVsgdS54pq/206745ed9f32255148d93b7b6365fddc/l29.png,Kaiserslautern,3
CM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p241793.webp,,Ali,241793,Karimi,Trendyol Süper Lig,https://drop-assets.ea.com/images/3HkQfeosV5C3VhglW0M218/837af897951792aa4aec16144e059f62/f_161.png,Iran,67,https://drop-assets.ea.com/images/4xPnUcL7thizFB7qmhlwUR/1ade7a0f77d5e875c2db869964540a35/Anticipate.png|https://drop-assets.ea.com/images/3rsDbUXd3MZX39YTsk6lKe/404db89f2237eeb7466668a730c52a4b/Aerial_Fortress.png,Anticipate|Aerial Fortress,CDM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/241793_en.webp,2,64,63,54,58,72,67,58,59,65,67,66,66,60,49,6,14,13,9,5,70,64,75,65,61,55,64,48,71,64,67,60,69,64,58,48,69,63,74,66,48,https://drop-assets.ea.com/images/3TGo7Ce6EszOiy0MUreE5B/a2aafc442f982c91dce4c3f57fc4e486/l101020.png,Kayserispor,3
CDM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p243349.webp,,Dylan,243349,Levitt,Scottish Prem,https://drop-assets.ea.com/images/5LJDvJK0VmUTnM1w0LQTX5/44ffb962bf8c0f13b162675e5cd31f49/f_50.png,Wales,67,https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,Long Ball Pass,CM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243349_en.webp,3,67,57,72,70,69,69,67,65,59,60,67,65,62,55,7,10,7,6,13,37,62,52,68,65,63,69,60,60,64,63,63,71,63,60,59,66,62,59,73,61,https://drop-assets.ea.com/images/6o5W9nuyQPZWVQ7qcjIURb/8481fa31adff16242528f72db25befe0/l81.png,Hibernian,4
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p244467.webp,,Ondřej,244467,Kolář,Česká Liga,https://drop-assets.ea.com/images/3yIKmUj5BRZgJtSLR6do7t/484fa785d4f5c3f900ba80eddf3a70dc/f_12.png,Czech Republic,67,https://drop-assets.ea.com/images/3CjCz29sjIt1xMZTRDi4vQ/8ecb201b0ae7d6d536d03c847a768ffa/Far_Throw.png,Far Throw,GK,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/244467_en.webp,1,40,16,30,24,31,70,13,13,44,17,68,19,7,14,66,64,71,68,68,11,11,63,41,8,66,71,15,68,5,61,64,40,53,14,50,25,12,71,51,6,https://drop-assets.ea.com/images/50ZlXnzmauE6zv0Hn5WifN/8d941df874a7753f22f33585999fa0ce/l266.png,Slavia Praha,3
RM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p247330.webp,,Niklas,247330,Vesterlund,Eredivisie,https://drop-assets.ea.com/images/6ueYG8kGNCY97fHWQ6LIZ7/9ad4b50beeb1d0d2a5d2bb5a8891336f/f_13.png,Denmark,67,,,RB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247330_en.webp,3,73,62,67,71,63,59,61,49,62,60,62,59,53,35,9,8,13,7,11,59,64,77,55,50,74,57,40,74,51,62,52,62,59,63,74,79,62,76,52,45,https://drop-assets.ea.com/images/4lF8ru7zerV5tbWBsvv3Y7/1a6b912ec2658390be93099bdbe463b2/l1903.png,FC Utrecht,4
CM|CB,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p251281.webp,,Sven,251281,Köhler,Bundesliga 2,https://drop-assets.ea.com/images/6IIMMGk0Uj1rcZ6DSHTpLL/93f95b602dc62594104f418c8f80ebb3/f_21.png,Germany,67,https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,Long Ball Pass,CDM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/251281_en.webp,2,63,81,65,67,64,65,45,62,61,60,60,55,50,55,14,10,6,10,13,55,61,71,68,64,61,61,48,80,59,62,58,67,71,60,59,89,63,76,64,58,https://drop-assets.ea.com/images/5jkkWPIfk1u091NsmJkpj6/9415b9ec620b3f8e4ae41562abc0ca76/l110500.png,Braunschweig,3
RM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p251908.webp,,Oliver,251908,Villadsen,3F Superliga,https://drop-assets.ea.com/images/6ueYG8kGNCY97fHWQ6LIZ7/9ad4b50beeb1d0d2a5d2bb5a8891336f/f_13.png,Denmark,67,https://drop-assets.ea.com/images/1aGsvwKyIFlRG1eoJSS0Ot/a4d3d661ff962795a632fe86439d2146/Rapid.png,Rapid,RB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/251908_en.webp,3,87,60,81,84,71,64,65,62,59,56,71,70,47,35,8,13,6,15,15,44,62,66,54,36,80,61,35,63,65,63,47,64,55,61,74,70,63,61,65,44,https://drop-assets.ea.com/images/5lfBrm7kOb7cl8l7qm4dIm/3c07a35972ab6e19f1b25e6b318866dc/l269.png,Brøndby IF,3
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p252746.webp,,Cristian,252746,Cauz,Serie BKT,https://drop-assets.ea.com/images/2WtjWPqYzT7xcMCbvajGZH/d06e9ec4734a0d43d88f65386cc3a484/f_27.png,Italy,67,,,CB,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252746_en.webp,2,68,67,58,56,63,60,63,66,66,62,62,63,42,50,11,10,14,7,7,65,66,72,58,55,75,59,55,69,54,65,50,60,60,68,81,68,70,70,55,45,https://drop-assets.ea.com/images/56YCIUSXyO8KvMgbtPfqju/d9f733d17fe14950b7bc3121dd69c494/l1744.png,Modena,3
CM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p253758.webp,,Mihai,253758,Lixandru,SUPERLIGA,https://drop-assets.ea.com/images/yJG6VRw2DHBpS1YBUe6XM/8251edf43104234bc25ece0a960006de/f_39.png,Romania,67,,,CDM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/253758_en.webp,2,70,68,62,61,64,68,45,37,66,67,64,63,50,37,12,9,14,13,6,55,65,71,65,50,71,58,48,70,55,67,52,68,62,66,71,68,68,71,59,40,https://drop-assets.ea.com/images/6MywRdNNz3TeWXPNKTJdEr/630780849ebd6e856e6e855cd2c1589b/l100761.png,FCSB,2
ST|RW,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p254075.webp,,Leandro,254075,Suhr,LPF,https://drop-assets.ea.com/images/GRwJwZ17RfDveZX4N4L78/25beda9babb2d93a8ff7bb5487eb263b/f_60.png,Uruguay,67,,,RM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254075_en.webp,3,78,51,75,71,67,47,62,62,39,44,68,69,64,70,15,10,13,12,12,65,38,83,54,70,77,60,65,72,64,62,65,65,64,32,77,76,28,77,52,68,https://drop-assets.ea.com/images/47krh9O79avKCp6PLgVGpZ/d9abdbed5fbdab376713418fe830fee8/l112713.png,Sarmiento,3
RM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p254211.webp,,Jhon,254211,Espinoza,Trendyol Süper Lig,https://drop-assets.ea.com/images/66PiFUp2Q6vRExGveELXgV/e8199bd0e00c5c544ac498d6424aafa0/f_57.png,Ecuador,67,,,RB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254211_en.webp,2,78,70,75,70,64,61,61,47,64,64,65,63,41,47,8,15,11,14,12,59,64,78,62,42,74,60,34,73,49,58,45,63,58,67,71,71,65,75,59,38,https://drop-assets.ea.com/images/2CgrBm9OJoVzlBGvDZ4zyr/6b0558f4e736946b662322ffa998f76a/l111339.png,Kasımpaşa,2
RW|CAM|CDM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p254469.webp,,Viktor,254469,Gustafson,Allsvenskan,https://drop-assets.ea.com/images/4ts7Tmr55hzylhHNBA5xsw/073e32f2c968ae9d531bb1d013a350a0/f_46.png,Sweden,67,,,CM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254469_en.webp,2,53,65,62,69,65,59,65,43,62,64,64,63,63,48,9,8,15,10,6,46,63,62,66,64,56,64,51,74,66,69,61,68,59,62,59,79,64,77,66,52,https://drop-assets.ea.com/images/2R8BSFngBCfvRboYU4yWaQ/7317fdcd076f7427d2c09a5d22aea240/l112072.png,Mjällby AIF,3
RW,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p256199.webp,,Anthony,256199,Valencia,1A Pro League,https://drop-assets.ea.com/images/66PiFUp2Q6vRExGveELXgV/e8199bd0e00c5c544ac498d6424aafa0/f_57.png,Ecuador,67,https://drop-assets.ea.com/images/2v8I0GQrtREaEJzJcyStKe/e46d719e4e5ed88ac5a1f671c7448f4a/Gamechanger.png,Gamechanger,RM,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256199_en.webp,4,84,65,92,90,72,62,61,65,52,43,74,74,56,57,13,13,8,14,12,48,57,56,56,64,82,61,59,53,59,54,59,64,64,53,80,63,59,43,60,51,https://drop-assets.ea.com/images/1wT4b98gccpzVFHeTx5Uqk/c32f89ede86de13b615f5ab7f9984964/l230.png,Royal Antwerp FC,1
LM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p268755.webp,,Simone,268755,Davi,Serie BKT,https://drop-assets.ea.com/images/2WtjWPqYzT7xcMCbvajGZH/d06e9ec4734a0d43d88f65386cc3a484/f_27.png,Italy,67,,,LB,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/268755_en.webp,2,80,62,73,66,64,49,66,68,59,61,65,66,51,55,5,15,5,6,13,48,60,64,49,51,81,59,42,64,63,60,53,64,61,61,82,79,58,57,51,51,https://drop-assets.ea.com/images/1KPMKujFTlrtkyr66cgM0g/38a828615a781742a496d16a06fe327c/l112494.png,Südtirol,3
CAM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p275912.webp,,Filippo,275912,Pittarello,Serie BKT,https://drop-assets.ea.com/images/2WtjWPqYzT7xcMCbvajGZH/d06e9ec4734a0d43d88f65386cc3a484/f_27.png,Italy,67,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png|https://drop-assets.ea.com/images/1NfyWsEpQ7s9bhWWt92lbn/5b5dbeb0e55c2e9241cdc26c70ee2d2c/Low_Driven_Shot.png|https://drop-assets.ea.com/images/5rUHwyLJRnvGV53Ba4Pj6M/9a3238695ae8103667ba02af391ac209/Press_Proven.png|https://drop-assets.ea.com/images/2sNQz8b9dgV0hW8vl7oOvV/d7a503dbd4c73b232055b3ca06aa88eb/Enforcer.png,Precision Header|Low Driven Shot|Press Proven|Enforcer,ST,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275912_en.webp,3,68,72,60,40,66,61,55,65,45,37,62,62,63,55,8,15,9,9,12,74,40,86,52,58,71,60,67,79,60,59,64,68,75,39,73,74,48,84,58,61,https://drop-assets.ea.com/images/5HmzPVK774cwOoV4xms9TZ/bbd44d2a20754034142b5545828a906a/l110908.png,Catanzaro,3
